Year,Rank,player_name,team,Position,games_played,goals,assists,points,penalty_mins,pp_goals,pp_assists,sh_goals,sh_assists
2018,,"Thistlethwaite, Adam",PET,,1,0,1,1,0,0,0,0,0
2018,,"Pyke, Spencer",KWE,F,1,1,0,1,2,0,0,0,0
2018,288,"Hunt, Colin",BUR,T,20,0,0,0,8,0,0,0,0
2018,,"Lint, Connor",BLS,T,19,0,0,0,6,0,0,0,0
2018,,"Monroe, Logan",SCA,D,19,0,0,0,4,0,0,0,0
2018,,"Mazzuca, Phil",BUR,T,18,0,0,0,18,0,0,0,0
2018,,"Doolittle, Myles",BLS,D,18,0,0,0,6,0,0,0,0
2018,,"St Onge, Rylee",SCA,T,18,0,0,0,12,0,0,0,0
2018,,"Johnson, Jacob",SCA,D,14,0,0,0,44,0,0,0,0
2018,,"Bench, Minor",SNA,,14,0,0,0,14,0,0,0,0
2018,,", Bench",BRA,D,14,0,0,0,8,0,0,0,0
2018,,", Bench",PET,,14,0,0,0,14,0,0,0,0
2018,,"Bench, Bench",WHI,,13,0,0,0,10,0,0,0,0
2018,,"Pattyn, Matt",KWE,D,12,0,0,0,38,0,0,0,0
2018,,"Bench, Bench",MIM,,11,0,0,0,4,0,0,0,0
2018,,"Ackie, Jordan",BUR,T,11,0,0,0,0,0,0,0,0
2018,,"Vail, Tanner",SCA,T,10,0,0,0,4,0,0,0,0
2018,,", BENCH",TOR,,10,0,0,0,26,0,0,0,0
2018,,"Fox, Hayden",SNA,,9,0,0,0,42,0,0,0,0
2018,,", Bench",KWE,,9,0,0,0,4,0,0,0,0
2018,,"Dempers, Tristan (AP)",WHI,,8,0,0,0,4,0,0,0,0
2018,,"Bench, Bench",BLS,,7,0,0,0,2,0,0,0,0
2018,,", Bench",ORA,B,7,0,0,0,2,0,0,0,0
2018,,"Boyle, Owen",WHI,,6,0,0,0,0,0,0,0,0
2018,,"Craik, Wyatt",WHI,D,6,0,0,0,8,0,0,0,0
2018,,"Wallace, Peytin",WHI,D,6,0,0,0,11,0,0,0,0
2018,,"Renzetti, Lucas",BLS,D,5,0,0,0,4,0,0,0,0
2018,,"Bazarin, Mathew",PET,T,5,0,0,0,72,0,0,0,0
2018,,"MacDonnell AP, Ben",WHI,,5,0,0,0,4,0,0,0,0
2018,,"Bench, Bench",BUR,B,5,0,0,0,0,0,0,0,0
2018,,"Noble, Pierson",MIM,F,5,0,0,0,4,0,0,0,0
2018,,"Grandel (AP), Tyler",PET,T,4,0,0,0,0,0,0,0,0
2018,,"Grandel, Tyler",PET,F,4,0,0,0,0,0,0,0,0
2018,,"Bolger (AP), Nathan",KWE,T,4,0,0,0,0,0,0,0,0
2018,,"Strong Ap, Brock",WHI,,4,0,0,0,4,0,0,0,0
2018,,"McMillan, Jacob",SCA,D,4,0,0,0,0,0,0,0,0
2018,,"Doolittle, Jake AP",BLS,,3,0,0,0,0,0,0,0,0
2018,,"Edmands, Jacob",SCA,D,3,0,0,0,0,0,0,0,0
2018,,", Bench",ORA,F,3,0,0,0,0,0,0,0,0
2018,,"Reid (AP), Mason",PET,F,3,0,0,0,4,0,0,0,0
2018,,"Reid (AP), Mason",PET,,3,0,0,0,2,0,0,0,0
2018,,"Lebar, Noah",KWE,D,2,0,0,0,0,0,0,0,0
2018,,"Handsor AP, Kobe",WHI,,2,0,0,0,0,0,0,0,0
2018,,"Power, Gordie",BLS,,2,0,0,0,4,0,0,0,0
2018,,"Taylor (AP), Mitch",KWE,F,2,0,0,0,0,0,0,0,0
2018,,"Grandel (AP), Tyler",PET,F,2,0,0,0,0,0,0,0,0
2018,,"Schott, Carter",WHI,D,2,0,0,0,0,0,0,0,0
2018,,", Bench",WHI,F,2,0,0,0,4,0,0,0,0
2018,,"Wheeler, Daniel",BRA,,2,0,0,0,0,0,0,0,0
2018,,"Fulgenzi, Nick",BUR,F,2,0,0,0,4,0,0,0,0
2018,,"Cook (AP), Avery",PET,,2,0,0,0,0,0,0,0,0
2018,,"Marinier, Matt",BUR,F,2,0,0,0,2,0,0,0,0
2018,,"Dilella, Matt",TOR,F,2,0,0,0,0,0,0,0,0
2018,,"Aggus, Hunter",BUR,F,2,0,0,0,2,0,0,0,0
2018,,"Link, Coulson",BLS,F,2,0,0,0,2,0,0,0,0
2018,,"Hazelwoo (AP), Oliver",PET,,2,0,0,0,2,0,0,0,0
2018,,"Leggett, Teddy",SCA,F,2,0,0,0,0,0,0,0,0
2018,,"Francis, Kainen",SNA,,1,0,0,0,0,0,0,0,0
2018,,"Hodgins, Matt",BRA,,1,0,0,0,0,0,0,0,0
2018,,"(AP) Dong, Kevin",TOR,,1,0,0,0,0,0,0,0,0
2018,,"Staal, Kyle",WHI,,1,0,0,0,0,0,0,0,0
2018,,"(AP) Follows, Jack",TOR,D,1,0,0,0,0,0,0,0,0
2018,,"Mussington, Ian",WHI,,1,0,0,0,0,0,0,0,0
2018,,"MILLER, RILEY",SNA,,1,0,0,0,0,0,0,0,0
2018,,"Flannery, Aidan AP",BLS,,1,0,0,0,0,0,0,0,0
2018,,"Smith, Hodowas",SNA,,1,0,0,0,0,0,0,0,0
2018,,"Spencer, Cameron",ORA,D,1,0,0,0,0,0,0,0,0
2018,,"(AP) Rogers, Riley",TOR,,1,0,0,0,0,0,0,0,0
2018,,"Montour AP, Luke",SNA,,1,0,0,0,0,0,0,0,0
2018,,"Kulas, Dante",WHI,,1,0,0,0,0,0,0,0,0
2018,,"Weier, Chris",ORA,D,1,0,0,0,0,0,0,0,0
2018,,"Agnew AP, Owen",WHI,,1,0,0,0,2,0,0,0,0
2018,,"Jackson, Trent",SCA,D,1,0,0,0,0,0,0,0,0
2018,,"TREMBLAY, NICK",SNA,,1,0,0,0,0,0,0,0,0
2018,,"Halliwell, Shane",ORA,D,1,0,0,0,0,0,0,0,0
2018,,", Bench",SCA,,1,0,0,0,0,0,0,0,0
2018,,"Martin (AP), Callyn",KWE,F,1,0,0,0,2,0,0,0,0
2018,,"Kromer, Adam",WHI,F,1,0,0,0,0,0,0,0,0
2018,,"Wright, Joel",TOR,F,1,0,0,0,4,0,0,0,0
2018,,"Smith AP, Liam",ORA,,1,0,0,0,0,0,0,0,0
2018,,"Gilmour AP, Hunter",PET,,1,0,0,0,15,0,0,0,0
2018,,"Churchill (AP), Adam",PET,,1,0,0,0,0,0,0,0,0
2018,,"Meredith, Teagan",WHI,F,1,0,0,0,2,0,0,0,0
2018,,"Cheung, Kira",SCA,F,1,0,0,0,0,0,0,0,0
2018,,"leggett, teddy",SCA,F,1,0,0,0,0,0,0,0,0
2018,,"Wright, Joel",TOR,F,1,0,0,0,4,0,0,0,0
2018,,"Raposo, Jakson",TOR,,1,0,0,0,0,0,0,0,0
2018,,"dampers, Tristan",WHI,F,1,0,0,0,0,0,0,0,0
2018,,"Hill, Mason",SNA,F,1,0,0,0,0,0,0,0,0
2018,,"kearny, Zach",WHI,F,1,0,0,0,0,0,0,0,0
2018,,"Commandant AP, Caleb",BUR,F,1,0,0,0,0,0,0,0,0
2018,,"Sunderland, Zac",BRA,D,1,0,0,0,0,0,0,0,0
2018,,"Travassos, Jack",BUR,F,1,0,0,0,0,0,0,0,0
2018,,"Bolger, Nathan",KWE,F,1,0,0,0,0,0,0,0,0
2018,,"Riggs, Ethan",BUR,,1,0,0,0,0,0,0,0,0
2018,,"Crowley (AP), Nick",PET,F,1,0,0,0,0,0,0,0,0
2018,,"Connell (AP), Calab",PET,F,1,0,0,0,0,0,0,0,0
2018,,"Trottier (AP), Jordan",PET,T,1,0,0,0,0,0,0,0,0
2018,,"whitcomb, Kobe",SNA,F,1,0,0,0,0,0,0,0,0
2018,,"Gagliardi, Jonathan",TOR,,1,0,0,0,0,0,0,0,0
2018,,"(AP) Martin, Justin",SNA,F,1,0,0,0,0,0,0,0,0
2017,1,"Teat, Jeff",BRA,O,19,45,91,136,10,8,16,1,1
2017,2,"Gibson, Tyson",BRA,T,18,50,60,110,12,4,17,2,0
2017,3,"Petterson, Clarke",BRA,O,15,36,55,91,8,6,7,1,4
2017,4,"Kearnan, Connor",WHI,O,20,42,41,83,22,6,8,4,0
2017,5,"Smith, Ryan",BUR,F,19,45,35,80,2,15,9,1,0
2017,6,"Theede, Dawson",WHI,O,19,28,47,75,75,4,8,1,1
2017,7,"Fox, Jake",PET,F,19,34,40,74,26,4,5,1,1
2017,8,"Cook, Tanner",WHI,T,17,35,37,72,38,7,9,2,0
2017,9,"Boushy, Chris",BUR,O,18,27,44,71,18,10,13,1,1
2017,,"Lanchbury, Ryan",BUR,O,16,26,45,71,4,4,15,0,1
2017,11,"Staats, Austin",SNA,O,15,41,29,70,58,11,5,0,0
2017,12,"Welsh, Brenden",BLS,F,20,26,41,67,16,4,11,1,0
2017,,"Thomson, Tanner",MIM,O,18,38,29,67,12,6,4,4,2
2017,14,"Longboat, Travis",SNA,,20,25,40,65,4,3,9,1,1
2017,15,"Kew, Andrew",MIM,O,12,31,33,64,6,5,12,2,0
2017,16,"Yetman, Bryce",WHI,O,18,26,36,62,12,5,8,2,3
2017,17,"McKenzie, Dawson",KWE,F,19,22,38,60,2,2,5,1,0
2017,18,"Knox, Jason",BUR,O,18,14,45,59,12,6,26,0,1
2017,19,"Zavitz, Carter",SCA,O,20,21,37,58,4,3,5,2,2
2017,20,"Forster, Aaron",TOR,T,20,29,27,56,24,4,1,0,2
2017,,"Wittig, Jeff",SCA,O,19,20,36,56,19,6,6,0,0
2017,22,"Kelly, Jack",TOR,F,15,22,33,55,6,2,5,2,1
2017,23,"Killen, Kyle",PET,O,14,34,20,54,18,5,3,0,1
2017,24,"Ward, Cody",SNA,O,20,18,35,53,7,1,6,0,0
2017,25,"Currie, Damon",KWE,,19,22,30,52,39,1,4,0,1
2017,,"Donville, Jonathan",MIM,O,15,21,31,52,4,3,8,0,3
2017,,"Hanna, Tristan",TOR,F,17,20,32,52,2,1,5,1,0
2017,,"Highfield, Cory",SNA,F,18,22,30,52,20,4,9,1,0
2017,29,"Vangalen, Matt",ORA,F,20,18,32,50,4,3,8,0,0
2017,,"Cattoni, Taite",PET,F,14,18,32,50,6,1,2,0,0
2017,31,"Dawick, Josh",TOR,F,19,18,30,48,0,1,1,0,1
2017,32,"Scott, Justin",MIM,O,19,17,29,46,10,3,0,1,2
2017,,"Pipher, Devin",WHI,,19,13,33,46,8,2,8,1,1
2017,34,"Kurtz, Tye",KWE,F,19,24,21,45,15,5,2,0,0
2017,,"Parker, Campbell",BRA,O,14,15,30,45,41,3,2,0,0
2017,36,"Hasen, Austin",BRA,O,19,23,21,44,0,8,2,0,0
2017,37,"Hancock, Bryan",SCA,0,20,19,24,43,4,2,3,2,1
2017,,"French, Ben",MIM,O,15,11,32,43,18,2,5,1,2
2017,,"Simmons, Alex",SCA,F,10,18,25,43,17,2,4,0,1
2017,,"Williams, Dyson",WHI,O,18,17,26,43,6,3,5,0,1
2017,41,"Lantz, Shawn",KWE,,20,13,29,42,12,2,2,0,0
2017,,"Kealey, Corson",TOR,F,15,22,20,42,2,2,3,0,0
2017,43,"Gilmour, Jake",TOR,F,18,10,31,41,16,1,2,0,0
2017,44,"Whiteford, James",BRA,F,17,13,27,40,23,0,1,0,0
2017,,"McNabb, Jake",SCA,F,15,20,20,40,15,2,9,0,0
2017,,"Torok-Orban, Adrian",MIM,O,17,13,27,40,2,1,3,1,2
2017,47,"Kaschalk, Patrick",BUR,DT,20,16,22,38,38,3,8,1,0
2017,48,"Reid, Jackson",KWE,F,14,16,19,35,0,2,6,1,0
2017,49,"Simons, Alec",MIM,O,19,11,23,34,8,1,0,2,0
2017,50,"OConnell, Carter",PET,O,16,13,20,33,23,0,5,1,1
2017,,"OKeefe, Mac",ORA,F,15,15,18,33,0,4,5,1,0
2017,52,"Stevens, Jake",KWE,AP,15,15,17,32,4,1,4,1,0
2017,,"Bomberry, Jeremy",SNA,,14,8,24,32,12,2,0,0,0
2017,,"Cresswell, Braydon",ORA,F,13,17,15,32,0,5,2,0,0
2017,,"Lane, Austin",ORA,F,10,14,18,32,14,1,2,0,1
2017,56,"Spear, Cole",KWE,,20,16,15,31,27,6,1,0,0
2017,,"Abrams, Maccoy",SNA,F,16,20,11,31,34,3,3,1,0
2017,,"Gaudet, Matthew",MIM,O,12,12,19,31,9,2,3,0,1
2017,59,"Van Schepen, Seth",BRA,O,16,6,23,29,0,2,5,0,1
2017,,"Grenon, Nathan",TOR,F,16,11,18,29,41,0,0,0,2
2017,,"Handsor, Brett",BLS,T,15,13,16,29,17,5,8,0,0
2017,62,"Chisholm, Connor",BLS,F,19,10,18,28,17,4,4,0,0
2017,,"Chaykowsky, Nick",BLS,F,11,17,11,28,14,2,2,0,0
2017,64,"Del Zotto, Scott",ORA,F,18,11,16,27,12,0,1,0,0
2017,65,"Brown, Travis",ORA,F,20,9,17,26,6,3,3,0,0
2017,,"Nanticoke, Tehoka",SNA,O,6,10,16,26,0,2,3,0,1
2017,,"Wiedemann, Adam",BRA,D,19,15,11,26,4,1,1,2,0
2017,68,"Blakely, Cree",SCA,O,18,5,20,25,2,1,5,0,0
2017,,"Erskine, Brett",SCA,O,14,12,13,25,0,0,0,0,0
2017,70,"Finlay, Nick",PET,T,20,10,14,24,2,0,0,0,2
2017,71,"Boudreau, Jake",BRA,,20,9,14,23,33,0,1,1,2
2017,,"(AP) Keats, Bryce",TOR,F,16,7,16,23,42,0,2,0,1
2017,,"Watson, Dylan",ORA,F,10,11,12,23,6,1,3,0,0
2017,74,"Vince, Kyle",BRA,F,18,9,13,22,16,0,0,0,0
2017,,"Hogg, Graydon",WHI,O,15,8,14,22,21,0,0,2,0
2017,76,"Harris, Latrell",SCA,D,15,11,10,21,25,0,0,2,1
2017,77,"Ham, Liam",SCA,F,10,6,14,20,17,0,0,0,0
2017,78,"Eddy, Garret",PET,,14,7,12,19,6,0,3,0,0
2017,,"Garlent, Holden",SCA,D,13,9,10,19,2,0,0,2,0
2017,80,"McCrory, Liam",BLS,F,19,4,14,18,17,0,1,0,0
2017,,"Cormier, Payton",MIM,,9,10,8,18,4,0,1,2,1
2017,,"Grimes AP, Colin",MIM,O,13,5,13,18,8,0,1,0,0
2017,83,"Cook, Keenan",WHI,T,20,8,9,17,19,0,0,0,0
2017,,"Jones, Ryan",SNA,F,4,3,14,17,0,1,1,0,2
2017,85,"Walsh, Patrick",BUR,T,19,8,8,16,28,0,0,1,0
2017,86,"Kennedy, Trevor",PET,O,15,5,10,15,0,0,0,0,0
2017,,"Lane, Austin",ORA,,6,5,10,15,0,0,1,0,0
2017,,"McLean, Brody",TOR,F,12,3,12,15,0,0,1,0,0
2017,89,"Van Schepen, Luke",BRA,D,20,2,12,14,42,0,1,0,1
2017,,"Barnable, Ryan",WHI,F,19,6,8,14,6,0,0,1,3
2017,,"Commandant, Quinn",KWE,,18,8,6,14,4,0,0,0,0
2017,,"Davis, Braiden",ORA,T,20,10,4,14,20,0,0,1,0
2017,,"Grant, Owen",TOR,D,20,9,5,14,26,1,1,1,0
2017,,"Gustavsen, Mitch",TOR,D,18,6,8,14,67,1,0,0,0
2017,,"Henrick, Jeff",ORA,T,13,5,9,14,29,0,0,0,0
2017,,"Hudson, Robert",MIM,T,20,3,11,14,6,1,1,1,1
2017,,"McConvey, Thomas",MIM,O,17,5,9,14,2,0,0,1,2
2017,,"Wales, Mitch",BUR,T,20,3,11,14,10,0,0,0,1
2017,,"Yarranton, Max",PET,,9,6,8,14,2,1,0,0,0
2017,100,"Jones, Callum",BUR,T,20,1,12,13,65,0,0,0,0
2017,,"Emery, Nathan",BUR,T,19,6,7,13,13,0,1,0,0
2017,,"Iacocca, Mackenzie",KWE,,19,8,5,13,20,0,1,1,0
2017,,"Poole, Tanner",BLS,T,20,3,10,13,35,0,0,0,1
2017,,"Pyke, Spencer",BLS,F,9,8,5,13,13,0,0,0,0
2017,,"Riley, Dylan",ORA,F,7,9,4,13,2,1,0,0,0
2017,,"Robinson, Justin",BRA,D,16,6,7,13,22,2,1,0,1
2017,,"St Onge, Rylee",SCA,T,19,3,10,13,23,0,0,0,1
2017,108,"Mackay, Tyler",ORA,O,9,3,9,12,2,0,0,0,0
2017,,"Kew, Andrew",MIM,F,2,9,3,12,2,1,0,0,0
2017,110,"Ellerton, Nick",TOR,D,20,2,9,11,11,0,0,0,0
2017,,"(AP) Wolf, Adam",TOR,F,14,5,6,11,6,0,0,1,0
2017,,"Charbonneau, Steph",BLS,D,13,4,7,11,8,1,2,0,0
2017,,"Davies, Mike",SCA,T,7,3,8,11,8,0,0,0,0
2017,,"Deaken, Zack",ORA,T,15,4,7,11,7,1,3,0,0
2017,,"Driscoll, Kyle",KWE,F,15,0,11,11,2,0,0,0,0
2017,,"Duncan, Matthew",TOR,T,16,2,9,11,12,0,1,0,0
2017,,"Kelly, Rowan",TOR,D,20,4,7,11,8,1,0,0,0
2017,,"Kilgour, Kyler",SCA,O,13,5,6,11,2,1,0,0,0
2017,,"Neal, Davis",ORA,F,7,2,9,11,0,0,2,0,0
2017,,"Ogilvie, Mitch",PET,T,18,2,9,11,0,0,2,0,0
2017,,"Simeoni, Tristan",BLS,F,7,1,10,11,0,0,1,0,0
2017,122,"Jeffrey, Warren",MIM,D,20,0,10,10,49,0,0,0,2
2017,,"Boissonneault, Mathieu",WHI,D,20,0,10,10,8,0,0,0,2
2017,,"Borgatti, Andrew",BRA,,19,1,9,10,4,0,0,0,0
2017,,"Cote, Felix",BLS,,8,2,8,10,9,1,0,0,0
2017,,"Craik, Wyatt",WHI,T,19,5,5,10,28,0,0,0,2
2017,,"Minichiello, Marcus",TOR,T,19,1,9,10,24,0,0,0,0
2017,,"Rex, Josh",SNA,F,13,2,8,10,0,0,0,0,0
2017,,"S Hill, Owen",SNA,,4,4,6,10,0,0,1,1,1
2017,,"Saunders, Jacob",BUR,T,19,3,7,10,12,0,0,0,0
2017,,"Young, Zach",PET,T,19,0,10,10,6,0,1,0,0
2017,132,"McClelland, Connor",BRA,D,19,5,4,9,35,0,0,0,0
2017,,"Barrett, Trevor",BUR,O,6,3,6,9,0,1,0,0,1
2017,,"Bomberry, Tyson",SNA,D,14,2,7,9,29,1,1,0,0
2017,,"Booth, Percy",SNA,O,10,6,3,9,17,0,1,0,0
2017,,"Eames, Tyler",WHI,T,13,4,5,9,17,0,0,0,0
2017,,"Lemieux, Hunter",BUR,,5,5,4,9,0,1,1,0,0
2017,,"Masson, Zac",ORA,T,15,4,5,9,32,0,1,0,0
2017,,"Mawdsley, Eric",BLS,,8,7,2,9,6,0,0,0,0
2017,,"Patten, Liam",BLS,D,13,7,2,9,43,0,0,1,0
2017,141,"Pace, Alex",SCA,O,20,3,5,8,6,0,0,0,1
2017,,"Black, Randy",ORA,T,19,2,6,8,29,0,0,0,0
2017,,"Brack, Justin",ORA,T,11,2,6,8,18,0,1,0,0
2017,,"Garant, Andrew",ORA,T,8,1,7,8,2,0,0,0,0
2017,,"Hamley, Cody",KWE,,18,2,6,8,29,0,0,0,0
2017,,"Hill, Chaunce",SNA,,10,3,5,8,0,1,0,0,0
2017,,"Jubenville, Josh",SNA,D,19,5,3,8,6,0,0,0,0
2017,,"Lee, Steven",BUR,F,18,2,6,8,31,0,0,0,1
2017,,"Lyons, Brad",PET,D,19,6,2,8,39,1,0,0,0
2017,,"Mayea, Bryce",BUR,,7,6,2,8,17,0,0,0,0
2017,,"McCannell, Mike",ORA,T,18,1,7,8,27,0,0,0,0
2017,,"Newbrough, Daire",KWE,F,20,1,7,8,15,0,0,0,1
2017,,"Oakes, Russ",SNA,F,3,2,6,8,0,0,1,0,0
2017,,"Thomson, Keaton",MIM,OD,18,4,4,8,24,1,0,0,0
2017,,"Wright, Mason",BRA,O,3,4,4,8,0,0,0,0,0
2017,156,"Staveley, Kyle",ORA,D,20,4,3,7,17,0,0,0,0
2017,,"Conley (AP), Curtis",PET,,7,2,5,7,10,1,0,0,0
2017,,"Connor, Joe",BLS,,19,2,5,7,4,0,0,0,0
2017,,"Goddard, Jordan",KWE,F,8,0,7,7,2,0,0,0,0
2017,,"Kaudfelt, Devlin",BLS,,6,2,5,7,0,0,0,0,0
2017,,"Suboch, Jackson",MIM,D,18,1,6,7,83,0,0,0,0
2017,,"Walker, Jason",BRA,T,12,3,4,7,26,0,0,2,0
2017,,"Waters, Kyle",ORA,F,9,2,5,7,2,0,0,0,0
2017,,"Whitty, Tom",SCA,D,19,4,3,7,15,0,0,0,0
2017,165,"Toguri, Josh",MIM,D,20,3,3,6,52,0,0,0,1
2017,,"Burton, Travis",BRA,D,18,1,5,6,61,0,2,0,0
2017,,"Drouin, Anthony",WHI,D,16,0,6,6,16,0,0,0,0
2017,,"Garlin, Cam",WHI,O,8,2,4,6,16,0,0,0,0
2017,,"Guay, Julien",BUR,T,13,4,2,6,12,0,0,0,0
2017,,"Luis, Zack",SCA,D,8,2,4,6,7,1,1,0,0
2017,,"MacDonald, Owen",SNA,,5,2,4,6,0,0,1,0,0
2017,,"McKenna AP, Jordan",ORA,,6,3,3,6,0,0,0,0,0
2017,,"Monroe, Logan",SCA,D,20,3,3,6,10,1,0,0,0
2017,,"Nay, John",KWE,,19,4,2,6,14,0,0,0,1
2017,,"Noble (AP), Mason",KWE,,19,1,5,6,31,0,0,1,0
2017,,"Sands, Parker",PET,T,20,3,3,6,14,0,0,1,0
2017,,"Schott, Ethan",WHI,D,15,1,5,6,37,0,0,1,0
2017,,"Szabo, Joey",MIM,D,14,4,2,6,6,0,1,0,0
2017,,"Tamas, Alec",SCA,D,20,1,5,6,54,0,2,0,0
2017,,"Willman, Christopher",ORA,T,20,2,4,6,37,0,0,0,0
2017,181,"Medeiros, Josh",BRA,D,20,2,3,5,26,0,0,0,0
2017,,"Burke, Mackenzie",BRA,T,16,1,4,5,4,0,0,0,0
2017,,"Conley, Curtis",TOR,,5,2,3,5,8,0,0,0,0
2017,,"Dilks, Jamie",SNA,,20,2,3,5,2,0,0,0,0
2017,,"Flanagan, Logan",BLS,T,14,0,5,5,14,0,0,0,0
2017,,"Garlent, Holden",SNA,,7,2,3,5,0,0,0,2,0
2017,,"John, Ron",SNA,F,9,1,4,5,2,0,0,0,0
2017,,"Leggett, Edward Teddy",SNA,AP,9,0,5,5,0,0,0,0,0
2017,,"Mandeville, Oriale",BLS,T,20,4,1,5,16,0,0,1,0
2017,,"Mayea, Devyn",BUR,D,10,2,3,5,25,0,0,0,1
2017,,"Shea, Patrick",BUR,O,11,0,5,5,0,0,0,0,0
2017,,"Sykes, Matthew",MIM,D,20,2,3,5,18,0,0,1,0
2017,,"Utrosa, Ben",WHI,T,17,3,2,5,8,1,0,0,1
2017,,"Voigt, Brad",SNA,,4,2,3,5,0,0,0,0,0
2017,195,"Mika, John",BLS,D,20,0,4,4,25,0,0,0,0
2017,,"Brand (AP), Carter",PET,O,3,1,3,4,15,0,1,0,0
2017,,"Cole, Connor",KWE,F,20,3,1,4,47,0,0,0,0
2017,,"Doolittle, Kessler",SNA,D,13,1,3,4,45,0,0,0,0
2017,,"Doolittle, Myles",BLS,D,17,2,2,4,10,0,0,0,0
2017,,"Guest, James",MIM,D,19,0,4,4,34,0,0,0,0
2017,,"Harris, Michael",TOR,D,16,2,2,4,2,0,0,0,0
2017,,"Inacio, Justin",BUR,T,4,2,2,4,2,0,0,0,1
2017,,"Kamminga, Mason",SCA,T,19,2,2,4,36,0,0,0,0
2017,,"Kim, Matt",SCA,D,8,1,3,4,29,0,1,0,0
2017,,"Leclair, Liam",SNA,D,9,1,3,4,2,0,1,0,0
2017,,"Mazzuca, Phil",BUR,T,13,1,3,4,4,0,0,0,0
2017,,"Mitchell, Mackenzie",ORA,T,20,1,3,4,11,0,0,0,0
2017,,"Munro, Brody",WHI,D,16,0,4,4,2,0,1,0,0
2017,,"Radbourne, Eric",KWE,F,18,1,3,4,16,0,0,0,0
2017,,"Robinson, Mike",PET,,4,0,4,4,0,0,0,0,0
2017,,"Sinclair, Colin",BLS,F,7,1,3,4,2,0,0,0,0
2017,,"Staats, Jerry",SNA,,18,1,3,4,45,0,0,0,0
2017,,"Stouros, Jordan",PET,T,10,3,1,4,17,0,0,0,0
2017,,"Tarbell, Kason",SNA,D,5,2,2,4,8,0,1,0,0
2017,,"Trottier (AP), Jordan",PET,T,15,1,3,4,38,0,0,0,0
2017,,"Woodland, Kurtis",KWE,F,2,2,2,4,0,0,0,0,0
2017,217,"Hill, Brayden",SNA,O,20,0,3,3,4,0,0,0,0
2017,,"(AP) Lee, Jake",TOR,D,2,0,3,3,0,0,0,0,0
2017,,"Badour (AP), Carter",PET,T,19,2,1,3,6,0,0,0,0
2017,,"Boehm, Jonah",KWE,D,15,0,3,3,8,0,0,0,0
2017,,"Bolger, Dawson",KWE,AP,4,0,3,3,2,0,0,0,0
2017,,"Challice, Dan",PET,D,9,1,2,3,20,0,0,0,0
2017,,"Churchill (AP), Adam",PET,,1,1,2,3,2,1,1,0,0
2017,,"Conlon, Declan (AP)",TOR,F,2,2,1,3,0,0,0,0,0
2017,,"Costello, Ciaron",MIM,D,20,1,2,3,29,0,1,0,0
2017,,"Friesen, Owen",SCA,D,15,1,2,3,4,0,0,0,0
2017,,"Gaunt, Colton",TOR,D,12,2,1,3,2,0,0,0,0
2017,,"McConvey, Thomas",MIM,O,3,2,1,3,0,0,1,0,0
2017,,"McKinnon, Ian",WHI,,10,1,2,3,66,0,0,0,1
2017,,"Smith (AP), Matt",PET,,2,0,3,3,0,0,0,0,0
2017,,"Turner, Adam",WHI,D,16,1,2,3,28,0,0,0,0
2017,,"Woodland, Kurtis",KWE,AP,2,1,2,3,0,0,0,0,0
2017,,"Wright, Mason",BRA,F,1,1,2,3,12,1,0,0,0
2017,234,"Macdonald, Blake",SNA,D,20,0,2,2,2,0,0,0,0
2017,,"Asma, Michael",KWE,AP,1,1,1,2,0,0,0,0,0
2017,,"Balawejder, Daniel",MIM,D,17,0,2,2,11,0,0,0,0
2017,,"Byrne, Mike",TOR,D,17,2,0,2,34,0,0,0,0
2017,,"Caskenette, Jordan",ORA,,1,1,1,2,0,0,0,0,0
2017,,"DiClemente, Boyd",PET,T,19,0,2,2,4,0,0,0,0
2017,,"Dominey, Scott",ORA,T,3,1,1,2,0,0,0,0,0
2017,,"Haigh, Gareth",MIM,,1,1,1,2,0,0,0,0,0
2017,,"Hunt, Colin",BUR,T,14,1,1,2,6,0,0,0,0
2017,,"Kim, Matt",SCA,D,5,1,1,2,8,0,0,0,0
2017,,"Kolwich, Kyle",BUR,D,10,0,2,2,0,0,0,0,0
2017,,"Kromer, Adam",WHI,D,15,0,2,2,8,0,0,0,0
2017,,"Laprade, Dylan",BUR,D,7,0,2,2,15,0,0,0,0
2017,,"Leclerc AP, Jon",WHI,,1,0,2,2,0,0,0,0,1
2017,,"McBain (AP), Brody",PET,T,6,0,2,2,2,0,0,0,0
2017,,"Montour, Colin",SNA,D,5,0,2,2,12,0,0,0,0
2017,,"Nishimura, Jackson",TOR,D,3,0,2,2,0,0,0,0,0
2017,,"Popadinac, Drew",SCA,D,15,1,1,2,12,0,0,0,0
2017,,"Pyke, Spencer",SCA,F,7,0,2,2,2,0,0,0,0
2017,,"Redding, Austin",BUR,,3,1,1,2,0,0,0,0,0
2017,,"Robinson, Mike",PET,D,3,0,2,2,2,0,0,0,0
2017,,"Rosa, Jake",SNA,AP,1,0,2,2,0,0,1,0,0
2017,,"Stuckless, Nick",ORA,T,13,1,1,2,6,0,0,0,0
2017,,"Tamlin, Matt",PET,T,11,1,1,2,6,0,0,0,0
2017,,"Yarranton, Max",PET,F,1,1,1,2,0,0,0,0,0
2017,259,"Morgan, Riley",PET,D,14,0,1,1,46,0,0,0,0
2017,,"Andrews (AP), Brendan",PET,,1,0,1,1,0,0,0,0,0
