id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party.x,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,next_election.x,total_votes,missed_votes,total_present,last_updated.x,ocd_id,office,phone,fax,state.x,senate_class,state_rank,lis_id,missed_votes_pct,votes_with_party_pct,votes_against_party_pct,district,at_large,geoid,response,name,cycle,state.y,party.y,chamber,first_elected,next_election.y,total,spent,cash_on_hand,debt,origin,source,last_updated.y
H001074,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001074.json,Trey,NA,Hollingsworth,NA,1983-09-12,M,R,,reptrey,reptrey,NA,412703,104247,167423,21725,N00038429,/g/11cnt8qr9t,H6IN09176,https://hollingsworth.house.gov,NA,NA,TRUE,NA,0.418,NA,6,2022,868,56,0,2022-09-11 21:00:15 -0400,ocd-division/country:us/state:in/cd:9,1641 Longworth House Office Building,202-225-5315,NA,IN,NA,NA,NA,6.45,92.57,7.31,9,FALSE,1809,@attributes,"Hollingsworth, Trey",2022,IN,R,H,2016,2022,356307.78,190353.22,838898.6,576083.6,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00038429&cycle=2022,06/30/2022
H001066,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001066.json,Steven,NA,Horsford,NA,1973-04-29,M,D,NA,RepHorsford,NA,NA,412559,79614,44064,21339,N00033638,/m/03c01w9,H2NV04011,https://horsford.house.gov,https://horsford.house.gov/rss.xml,NA,TRUE,NA,-0.35,NA,4,2022,868,10,0,2022-09-11 21:00:16 -0400,ocd-division/country:us/state:nv/cd:4,562 Cannon House Office Building,202-225-9894,NA,NV,NA,NA,NA,1.15,97.08,2.8,4,FALSE,3204,@attributes,"Horsford, Steven",2022,NV,D,H,2018,2022,3222344.86,1223816.68,2494445.57,18240,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00033638&cycle=2022,06/30/2022
H001085,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001085.json,Chrissy,NA,Houlahan,NA,1967-06-05,F,D,NA,RepHoulahan,NA,NA,412810,NA,178893,NA,N00040949,/g/11fghyq4ym,H8PA06087,https://houlahan.house.gov,NA,NA,TRUE,NA,NA,NA,4,2022,868,4,0,2022-09-11 21:00:16 -0400,ocd-division/country:us/state:pa/cd:6,1218 Longworth House Office Building,202-225-4315,NA,PA,NA,NA,NA,0.46,97.68,2.2,6,FALSE,4206,@attributes,"Houlahan, Chrissy",2022,PA,D,H,2018,2022,3526943.23,1065951.74,5570248.13,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00040949&cycle=2022,06/30/2022
H000874,Representative,Rep.,https://api.propublica.org/congress/v1/members/H000874.json,Steny,H.,Hoyer,NA,1939-06-14,M,D,House Majority Leader,LeaderHoyer,WhipHoyer,LeaderHoyer,400189,1919,26890,14873,N00001821,/m/025k5p,H2MD05155,https://hoyer.house.gov,NA,NA,TRUE,NA,-0.38,NA,42,2022,868,23,0,2022-09-11 21:00:17 -0400,ocd-division/country:us/state:md/cd:5,1705 Longworth House Office Building,202-225-4131,NA,MD,NA,NA,NA,2.65,98.7,1.19,5,FALSE,2405,@attributes,"Hoyer, Steny H",2022,MD,D,H,1981,2022,3019116.67,2625654.12,1272529.3,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00001821&cycle=2022,06/29/2022
H001067,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001067.json,Richard,NA,Hudson,NA,1971-11-04,M,R,House Republican Conference Secretary,RepRichHudson,RepRichHudson,RepRichHudson,412550,79622,136448,21346,N00033630,/m/0nbwfxs,H2NC08185,https://hudson.house.gov,NA,NA,TRUE,NA,0.541,NA,10,2022,868,16,0,2022-09-11 21:00:16 -0400,ocd-division/country:us/state:nc/cd:8,2112 Rayburn House Office Building,202-225-3715,NA,NC,NA,NA,NA,1.84,96.46,3.42,8,FALSE,3708,@attributes,"Hudson, Richard",2022,NC,R,H,2012,2022,2441524.56,1095299.11,1577143.86,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00033630&cycle=2022,06/30/2022
H001068,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001068.json,Jared,NA,Huffman,NA,1964-02-18,M,D,NA,RepHuffman,RepHuffman,rephuffman,412511,622431,59849,21303,N00033030,/m/0ksfyx,H2CA06259,https://huffman.house.gov,NA,NA,TRUE,NA,-0.43,NA,10,2022,868,8,0,2022-09-11 21:00:17 -0400,ocd-division/country:us/state:ca/cd:2,1527 Longworth House Office Building,202-225-5161,NA,CA,NA,NA,NA,0.92,98.48,1.4,2,FALSE,0602,@attributes,"Huffman, Jared",2022,CA,D,H,2012,2022,695732.57,556948.56,1061225.86,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00033030&cycle=2022,06/30/2022
H001058,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001058.json,Bill,NA,Huizenga,NA,1969-01-31,M,R,NA,RepHuizenga,RepHuizenga,RepHuizenga,412437,1033765,38351,21142,N00030673,/m/05b0j1w,H0MI02094,https://huizenga.house.gov,https://huizenga.house.gov/news/rss.aspx,NA,TRUE,NA,0.563,NA,12,2022,868,12,0,2022-09-11 21:00:15 -0400,ocd-division/country:us/state:mi/cd:2,2232 Rayburn House Office Building,202-225-4401,NA,MI,NA,NA,NA,1.38,95.89,3.99,2,FALSE,2602,@attributes,"Huizenga, Bill",2022,MI,R,H,2010,2022,2119969.03,1292451.46,1297214.65,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00030673&cycle=2022,07/13/2022
I000056,Representative,Rep.,https://api.propublica.org/congress/v1/members/I000056.json,Darrell,NA,Issa,NA,1953-11-01,M,R,NA,DarrellIssa,darrellissa,repdarrellissa,400196,90066,16553,20107,N00007017,/m/01r7wc,H0CA48024,https://issa.house.gov,NA,NA,TRUE,NA,0.496,NA,2,2022,868,28,0,2022-09-11 21:00:16 -0400,ocd-division/country:us/state:ca/cd:50,2300 Rayburn House Office Building,202-225-5672,NA,CA,NA,NA,NA,3.23,96.41,3.47,50,FALSE,0650,@attributes,"Issa, Darrell",2022,CA,R,H,2000,2022,755941.86,778954,269551.12,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00007017&cycle=2022,06/30/2022
J000304,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000304.json,Ronny,NA,Jackson,NA,1967-05-04,M,R,NA,RepRonnyJackson,NA,NA,456847,NA,NA,NA,N00046055,/g/11gfhx0vbg,H0TX13228,https://jackson.house.gov,NA,NA,TRUE,NA,NA,NA,2,2022,868,33,0,2022-09-11 21:00:15 -0400,ocd-division/country:us/state:tx/cd:13,118 Cannon House Office Building,202-225-3706,NA,TX,NA,NA,NA,3.8,89.4,10.48,13,FALSE,4813,@attributes,"Jackson, Ronny",2022,TX,R,H,2020,2022,3599647.28,3144268.62,842517.9,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00046055&cycle=2022,06/30/2022
J000032,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000032.json,Sheila,NA,Jackson Lee,NA,1950-01-12,F,D,NA,JacksonLeeTX18,CongresswomanSheilaJacksonLee,TX18SJL,400199,36819,21692,29573,N00005818,/m/02fj6h,H4TX18054,https://jacksonlee.house.gov,https://jacksonlee.house.gov/rss.xml,NA,TRUE,NA,-0.46,NA,28,2022,868,10,0,2022-09-11 21:00:18 -0400,ocd-division/country:us/state:tx/cd:18,2426 Rayburn House Office Building,202-225-3816,NA,TX,NA,NA,NA,1.15,99.3,0.58,18,FALSE,4818,@attributes,"Jackson Lee, Sheila",2022,TX,D,H,1994,2022,555165.68,344318.88,473792.01,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00005818&cycle=2022,06/30/2022
J000305,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000305.json,Sara,NA,Jacobs,NA,1989-02-01,F,D,NA,RepSaraJacobs,NA,NA,456804,NA,NA,NA,N00042081,/g/11ghs2x3tm,H0CA53115,https://sarajacobs.house.gov,NA,NA,TRUE,NA,NA,NA,2,2022,868,12,1,2022-09-11 21:00:17 -0400,ocd-division/country:us/state:ca/cd:53,1232 Longworth House Office Building,202-225-2040,NA,CA,NA,NA,NA,1.38,98.95,0.94,53,FALSE,0653,@attributes,"Jacobs, Sara",2022,CA,D,H,2020,2022,1489778.73,1232183.6,359761.65,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00042081&cycle=2022,06/30/2022
J000020,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000020.json,Chris,NA,Jacobs,NA,1966-11-28,M,R,,RepJacobs,NA,NA,456793,NA,NA,NA,N00044575,/m/0cgscj,H0NY27090,https://jacobs.house.gov,https://jacobs.house.gov/rss.xml,NA,TRUE,NA,NA,NA,4,2022,868,15,0,2022-09-11 21:00:15 -0400,ocd-division/country:us/state:ny/cd:27,214 Cannon House Office Building,202-225-5265,NA,NY,NA,NA,NA,1.73,92.68,7.2,27,FALSE,3627,@attributes,"Jacobs, Chris",2022,NY,R,H,2020,2022,794130.72,501920.19,355039.85,550000,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00044575&cycle=2022,06/30/2022
J000298,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000298.json,Pramila,NA,Jayapal,NA,1965-09-21,F,D,NA,RepJayapal,RepJayapal,NA,412730,9267128,153141,21726,N00038858,/m/0c3dxcq,H6WA07458,https://jayapal.house.gov,https://jayapal.house.gov/category/news/feed/,NA,TRUE,NA,-0.681,NA,6,2022,868,4,0,2022-09-11 21:00:16 -0400,ocd-division/country:us/state:wa/cd:7,2346 Rayburn House Office Building,202-225-3106,NA,WA,NA,NA,NA,0.46,98.14,1.74,7,FALSE,5307,@attributes,"Jayapal, Pramila",2022,WA,D,H,2016,2022,2187369.98,1490832.81,2480150.04,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00038858&cycle=2022,07/13/2022
J000294,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000294.json,Hakeem,NA,Jeffries,NA,1970-08-04,M,D,House Democratic Caucus Chair,RepJeffries,RepHakeemJeffries,NA,412561,79612,55285,21343,N00033640,/m/025_74m,H2NY10092,https://jeffries.house.gov,https://jeffries.house.gov/category/press-release/feed/,NA,TRUE,NA,-0.488,NA,10,2022,868,3,0,2022-09-11 21:00:17 -0400,ocd-division/country:us/state:ny/cd:8,2433 Rayburn House Office Building,202-225-5936,NA,NY,NA,NA,NA,0.35,99.07,0.81,8,FALSE,3608,@attributes,"Jeffries, Hakeem",2022,NY,D,H,2012,2022,4661756.68,4000687.1,2806351.86,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00033640&cycle=2022,08/03/2022
J000288,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000288.json,Hank,NA,Johnson,NA,1954-10-02,M,D,NA,RepHankJohnson,115356957005,RepHankJohnson,412199,1020576,68070,20712,N00027848,/m/0flgyy,H6GA04129,https://hankjohnson.house.gov,https://hankjohnson.house.gov/rss.xml,NA,TRUE,NA,-0.468,NA,16,2022,868,19,1,2022-09-11 21:00:17 -0400,ocd-division/country:us/state:ga/cd:4,2240 Rayburn House Office Building,202-225-1605,NA,GA,NA,NA,NA,2.19,98.94,0.94,4,FALSE,1304,@attributes,"Johnson, Hank",2022,GA,D,H,2006,2022,368229.87,385154.2,165475.61,6211.2,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00027848&cycle=2022,06/30/2022
J000126,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000126.json,Eddie,Bernice,Johnson,NA,1935-12-03,F,D,,RepEBJ,CongresswomanEBJtx30,RepEddieBJohnson,400204,23352,27098,39305,N00008122,/m/03tn1w,H2TX00015,https://ebjohnson.house.gov,https://ebjohnson.house.gov/rss.xml,NA,TRUE,NA,-0.485,NA,30,2022,868,8,0,2022-09-11 21:00:17 -0400,ocd-division/country:us/state:tx/cd:30,2306 Rayburn House Office Building,202-225-8885,NA,TX,NA,NA,NA,0.92,98.95,0.93,30,FALSE,4830,@attributes,"Johnson, Eddie Bernice",2022,TX,D,H,1992,2022,15000,92727.51,337957.79,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00008122&cycle=2022,06/30/2022
J000299,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000299.json,Mike,NA,Johnson,NA,1972-01-30,M,R,House Republican Conference Vice Chair,RepMikeJohnson,RepMikeJohnson,NA,412706,106095,156097,21727,N00039106,/m/0131jn2m,H6LA04138,https://mikejohnson.house.gov,NA,NA,TRUE,NA,0.561,NA,6,2022,868,33,0,2022-09-11 21:00:15 -0400,ocd-division/country:us/state:la/cd:4,568 Cannon House Office Building,202-225-2777,NA,LA,NA,NA,NA,3.8,94.46,5.42,4,FALSE,2204,@attributes,"Johnson, Mike",2022,LA,R,H,2016,2022,1101936.44,663224.87,1108398.04,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00039106&cycle=2022,07/02/2022
J000301,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000301.json,Dusty,NA,Johnson,NA,1976-09-30,M,R,NA,RepJohnson,NA,NA,412816,NA,48307,NA,N00040559,/g/11dyzlcnbr,H8SD01055,https://dustyjohnson.house.gov,NA,NA,TRUE,NA,NA,NA,4,2022,868,4,0,2022-09-11 21:00:16 -0400,ocd-division/country:us/state:sd/cd:1,1714 Longworth House Office Building,202-225-2801,NA,SD,NA,NA,NA,0.46,97.09,2.8,At-Large,TRUE,4600,@attributes,"Johnson, Dusty",2022,SD,R,H,2018,2022,2120118.05,1110154.17,2060104.6,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00040559&cycle=2022,06/30/2022
J000292,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000292.json,Bill,NA,Johnson,NA,1954-11-10,M,R,NA,RepBillJohnson,RepBillJohnson,RepBillJohnson,412460,623472,120649,21162,N00032088,/m/0ds3q2f,H0OH06189,https://billjohnson.house.gov,https://billjohnson.house.gov/news/rss.aspx,NA,TRUE,NA,0.422,NA,12,2022,868,3,0,2022-09-11 21:00:16 -0400,ocd-division/country:us/state:oh/cd:6,2336 Rayburn House Office Building,202-225-5705,NA,OH,NA,NA,NA,0.35,96.74,3.14,6,FALSE,3906,@attributes,"Johnson, Bill",2022,OH,R,H,2010,2022,1277205.52,1013882.7,1122152.98,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00032088&cycle=2022,06/30/2022
J000306,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000306.json,Mondaire,NA,Jones,NA,1987-05-18,M,D,NA,RepJones,NA,NA,456840,NA,NA,NA,N00044908,/g/11fsfpp4wj,H0NY17174,https://jones.house.gov,NA,NA,TRUE,NA,NA,NA,2,2022,868,5,0,2022-09-11 21:00:17 -0400,ocd-division/country:us/state:ny/cd:17,1017 Longworth House Office Building,202-225-6506,NA,NY,NA,NA,NA,0.58,98.61,1.28,17,FALSE,3617,@attributes,"Jones, Mondaire",2022,NY,D,H,2020,2022,3464497.98,2304025.5,1958060.96,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00044908&cycle=2022,08/03/2022
J000289,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000289.json,Jim,NA,Jordan,NA,1964-02-17,M,R,NA,Jim_Jordan,repjimjordan,RepJimJordan,412226,1022879,8158,20738,N00027894,/m/04l4x5,H6OH04082,https://jordan.house.gov,NA,NA,TRUE,NA,0.718,NA,16,2022,868,29,0,2022-09-11 21:00:15 -0400,ocd-division/country:us/state:oh/cd:4,2056 Rayburn House Office Building,202-225-2676,NA,OH,NA,NA,NA,3.34,86.79,13.09,4,FALSE,3904,@attributes,"Jordan, Jim",2022,OH,R,H,2006,2022,9105265.22,6829781.99,8389295.32,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00027894&cycle=2022,06/30/2022
J000302,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000302.json,John,NA,Joyce,NA,1957-02-08,M,R,NA,RepJohnJoyce,NA,NA,412812,NA,178911,NA,N00043242,/g/11fgkqqf2l,H8PA13125,https://johnjoyce.house.gov,NA,NA,TRUE,NA,NA,NA,4,2022,868,2,0,2022-09-11 21:00:15 -0400,ocd-division/country:us/state:pa/cd:13,1221 Longworth House Office Building,202-225-2431,NA,PA,NA,NA,NA,0.23,94.42,5.47,13,FALSE,4213,@attributes,"Joyce, John",2022,PA,R,H,2018,2022,1152225.43,333698.36,1537409.7,296000,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00043242&cycle=2022,06/30/2022
J000295,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000295.json,Dave,NA,Joyce,NA,1957-03-17,M,R,NA,RepDaveJoyce,RepDaveJoyce,repdavejoyce,412566,68561,143052,21353,N00035007,/m/0ktwnp_,H2OH14064,https://joyce.house.gov,https://joyce.house.gov/rss/press-releases.xml,NA,TRUE,NA,0.261,NA,10,2022,868,10,2,2022-09-11 21:00:15 -0400,ocd-division/country:us/state:oh/cd:14,2065 Rayburn House Office Building,202-225-5731,NA,OH,NA,NA,NA,1.15,91.32,8.56,14,FALSE,3914,@attributes,"Joyce, David P",2022,OH,R,H,2012,2022,1913743.77,571491.94,2008743.54,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00035007&cycle=2022,06/30/2022
K000396,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000396.json,Kaialiʻi,NA,Kahele,NA,1974-03-28,M,D,NA,RepKahele,NA,NA,456815,NA,NA,NA,N00044007,/g/11g6p5g_0c,H0HI02155,https://kahele.house.gov,NA,NA,TRUE,NA,NA,NA,2,2022,868,6,0,2022-09-11 21:00:17 -0400,ocd-division/country:us/state:hi/cd:2,1205 Longworth House Office Building,202-225-4906,NA,HI,NA,NA,NA,0.69,98.84,1.05,2,FALSE,1502,@attributes,"Kahele, Kai",2022,HI,D,H,2020,2022,513361.95,541091.92,165655.92,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00044007&cycle=2022,06/30/2022
K000009,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000009.json,Marcy,NA,Kaptur,NA,1946-06-17,F,D,NA,RepMarcyKaptur,RepresentativeMarcyKaptur,USRepMarcyKaptur,400211,1458,27016,15029,N00003522,/m/039s3l,H2OH09031,https://kaptur.house.gov,https://kaptur.house.gov/rss.xml,NA,TRUE,NA,-0.35,NA,40,2022,868,10,0,2022-09-11 21:00:17 -0400,ocd-division/country:us/state:oh/cd:9,2186 Rayburn House Office Building,202-225-4146,NA,OH,NA,NA,NA,1.15,98.95,0.93,9,FALSE,3909,@attributes,"Kaptur, Marcy",2022,OH,D,H,1982,2022,1761761.57,839491.49,1694666,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00003522&cycle=2022,06/30/2022
K000386,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000386.json,John,NA,Katko,NA,1962-11-09,M,R,,RepJohnKatko,RepJohnKatko,NA,412649,76367,152546,21542,N00035934,/m/0127pf8s,H4NY24073,https://katko.house.gov,https://katko.house.gov/rss.xml,NA,TRUE,NA,0.187,NA,8,2022,868,11,0,2022-09-11 21:00:14 -0400,ocd-division/country:us/state:ny/cd:24,2428 Rayburn House Office Building,202-225-3701,NA,NY,NA,NA,NA,1.27,80.73,19.15,24,FALSE,3624,@attributes,"Katko, John",2022,NY,R,H,2014,2022,1517256.61,762321.32,1026996.72,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00035934&cycle=2022,06/30/2022
K000375,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000375.json,Bill,NA,Keating,NA,1952-09-06,M,D,NA,USRepKeating,Congressman.Keating,RepBillKeating,412435,61856,4743,21140,N00031933,/m/09v6g7c,H0MA10082,https://keating.house.gov,https://keating.house.gov/rss.xml,NA,TRUE,NA,-0.33,NA,12,2022,868,18,0,2022-09-11 21:00:17 -0400,ocd-division/country:us/state:ma/cd:9,2351 Rayburn House Office Building,202-225-3111,NA,MA,NA,NA,NA,2.07,98.94,0.94,9,FALSE,2509,@attributes,"Keating, Bill",2022,MA,D,H,2010,2022,571349.21,507740.76,1568386.74,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00031933&cycle=2022,08/17/2022
K000395,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000395.json,Fred,NA,Keller,NA,1965-10-23,M,R,NA,RepFredKeller,NA,NA,412843,NA,119553,NA,N00044065,/m/0nfwr30,H0PA12181,https://keller.house.gov,https://keller.house.gov/rss.xml,NA,TRUE,NA,NA,NA,4,2022,868,2,0,2022-09-11 21:00:16 -0400,ocd-division/country:us/state:pa/cd:12,1717 Longworth House Office Building,202-225-3731,NA,PA,NA,NA,NA,0.23,97.09,2.79,12,FALSE,4212,@attributes,"Keller, Fred",2022,PA,R,H,2019,2022,632565.05,648603.68,459740.55,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00044065&cycle=2022,06/30/2022
K000385,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000385.json,Robin,NA,Kelly,NA,1956-04-30,F,D,NA,RepRobinKelly,reprobinkelly,NA,412595,70399,33384,21371,N00035215,/m/0g8l32,H2IL02172,https://robinkelly.house.gov,NA,NA,TRUE,NA,-0.462,NA,10,2022,868,3,0,2022-09-11 21:00:17 -0400,ocd-division/country:us/state:il/cd:2,2416 Rayburn House Office Building,202-225-0773,NA,IL,NA,NA,NA,0.35,98.84,1.04,2,FALSE,1702,@attributes,"Kelly, Robin",2022,IL,D,H,2013,2022,1271202.34,853672.09,1431943.02,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00035215&cycle=2022,06/30/2022
K000376,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000376.json,Mike,NA,Kelly,NA,1948-05-10,M,R,NA,MikeKellyPA,191056827594903,repmikekelly,412465,62696,119463,21167,N00031647,/m/0ds6wcw,H0PA03271,https://kelly.house.gov,https://kelly.house.gov/rss.xml,NA,TRUE,NA,0.365,NA,12,2022,868,5,1,2022-09-11 21:00:16 -0400,ocd-division/country:us/state:pa/cd:16,1707 Longworth House Office Building,202-225-5406,NA,PA,NA,NA,NA,0.58,97.55,2.33,16,FALSE,4216,@attributes,"Kelly, Mike",2022,PA,R,H,2010,2022,864632.54,563619.14,1259538.1,95000,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00031647&cycle=2022,06/30/2022
K000388,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000388.json,Trent,NA,Kelly,NA,1966-03-01,M,R,NA,RepTrentKelly,reptrentkelly,NA,412673,97322,156389,21561,N00037003,/m/013b9qgh,H6MS01131,https://trentkelly.house.gov,NA,NA,TRUE,NA,0.632,NA,8,2022,868,7,0,2022-09-11 21:00:15 -0400,ocd-division/country:us/state:ms/cd:1,2243 Rayburn House Office Building,202-225-4306,NA,MS,NA,NA,NA,0.81,95.45,4.43,1,FALSE,2801,@attributes,"Kelly, Trent",2022,MS,R,H,2015,2022,765161.76,738533.42,254923,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00037003&cycle=2022,06/30/2022
K000389,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000389.json,Ro,NA,Khanna,NA,1976-09-13,M,D,NA,RepRoKhanna,RepRoKhanna,NA,412684,31129,29473,21728,N00026427,/m/0q3z5xy,H4CA12055,https://khanna.house.gov,https://khanna.house.gov/rss.xml,NA,TRUE,NA,-0.543,NA,6,2022,868,5,0,2022-09-11 21:00:17 -0400,ocd-division/country:us/state:ca/cd:17,306 Cannon House Office Building,202-225-2631,NA,CA,NA,NA,NA,0.58,99.07,0.81,17,FALSE,0617,@attributes,"Khanna, Ro",2022,CA,D,H,2016,2022,5007590.35,2086471.43,5182247.35,89348.3,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00026427&cycle=2022,06/30/2022
K000380,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000380.json,Dan,NA,Kildee,NA,1958-08-11,M,D,NA,RepDanKildee,RepDanKildee,RepDanKildee,412546,623723,136102,21372,N00033395,/m/0n4c3yt,H2MI05119,https://dankildee.house.gov,https://dankildee.house.gov/rss.xml,NA,TRUE,NA,-0.389,NA,10,2022,868,0,0,2022-09-11 21:00:17 -0400,ocd-division/country:us/state:mi/cd:5,200 Cannon House Office Building,202-225-3611,NA,MI,NA,NA,NA,0,98.96,0.92,5,FALSE,2605,@attributes,"Kildee, Dan",2022,MI,D,H,2012,2022,3335031.32,1253260.48,2863492.34,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00033395&cycle=2022,07/13/2022
K000381,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000381.json,Derek,NA,Kilmer,NA,1974-01-01,M,D,NA,RepDerekKilmer,derek.kilmer,NA,412583,68310,51516,21368,N00034453,/m/03w9yd6,H2WA06129,https://kilmer.house.gov,NA,NA,TRUE,NA,-0.31,NA,10,2022,868,2,0,2022-09-11 21:00:18 -0400,ocd-division/country:us/state:wa/cd:6,2059 Rayburn House Office Building,202-225-5916,NA,WA,NA,NA,NA,0.23,99.31,0.58,6,FALSE,5306,@attributes,"Kilmer, Derek",2022,WA,D,H,2012,2022,1927210.83,1941772.85,2973536.52,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00034453&cycle=2022,07/13/2022
K000394,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000394.json,Andy,NA,Kim,NA,1982-07-12,M,D,NA,RepAndyKimNJ,NA,NA,412797,NA,179640,NA,N00041370,/g/11f730yxds,H8NJ03206,https://kim.house.gov,NA,NA,TRUE,NA,NA,NA,4,2022,868,0,0,2022-09-11 21:00:17 -0400,ocd-division/country:us/state:nj/cd:3,2444 Rayburn House Office Building,202-225-4765,NA,NJ,NA,NA,NA,0,98.27,1.62,3,FALSE,3403,@attributes,"Kim, Andy",2022,NJ,D,H,2018,2022,4948240.33,1100542.07,4399532.82,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00041370&cycle=2022,06/30/2022
K000397,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000397.json,Young,NA,Kim,NA,1962-10-18,F,R,NA,RepYoungKim,NA,NA,456802,NA,151787,NA,N00042386,/m/012c98r4,H8CA39240,https://youngkim.house.gov,NA,NA,TRUE,NA,NA,NA,2,2022,868,7,0,2022-09-11 21:00:15 -0400,ocd-division/country:us/state:ca/cd:39,1306 Longworth House Office Building,202-225-4111,NA,CA,NA,NA,NA,0.81,92.51,7.37,39,FALSE,0639,@attributes,"Kim, Young",2022,CA,R,H,2020,2022,6171064.98,5227445.28,1351961.64,348762.78,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00042386&cycle=2022,06/30/2022
